ManufacturerProductNumber,SeriesName,ManufacturerName,DatasheetUrl,PhotoUrl,ProductStatus,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Core Processor,Number of Cores/Bus Width,Speed,RAM Controllers,Ethernet,Voltage - I/O
MC68SEC000FU10,-,Motorola,https://rocelec.widen.net/view/pdf/mb6trqpxch/MOTOS05061-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2747/MFG_MC68SEC000FU20.jpg,Active,0°C ~ 70°C (TA),Surface Mount,64-QFP,64-QFP (14x14),EC000,"1 Core, 32-Bit",10MHz,-,-,"3.3V, 5V"
MPU831P,*,SMSC,https://rocelec.widen.net/view/pdf/ctoukllpm2/SMSCS01034-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
CYWB0224ABSX-FDXIT,West Bridge® Astoria™,Cypress Semiconductor Corp,https://www.cypress.com/file/139216/download,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5395/MFG_CY2DL1504ZXC.jpg,Obsolete,-,,"81-UFBGA, WLCSP",81-WLCSP (3.8x3.8),,,,,,
NG80386SX-25,-,Advanced Micro Devices,https://rocelec.widen.net/view/pdf/6wxewybl2d/RE_DSHEET_NG80386SXLV25_REI.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4371/MFG_KU82303-20.jpg,Active,0°C ~ 100°C (TC),Surface Mount,100-BQFP Bumpered,100-PQFP (19.05x19.05),Am386SX,"1 Core, 32-Bit",25MHz,-,-,5V
CYWB0226ABSX-FDXIT,West Bridge® Astoria™,Cypress Semiconductor Corp,https://www.cypress.com/file/139216/download,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/693/428;001-13820;FD;81.jpg,Obsolete,-,,"81-UFBGA, WLCSP",81-WLCSP (3.8x3.8),,,,,,
MPXY8510DK016T1,-,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/muuxdabn7d/PHGL-S-A0003023996-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TEXTISBQ50002RHBR.jpg,Obsolete,-40°C ~ 125°C,Surface Mount,32-QFN Exposed Pad,32-QFN (9x9),,,,,,
HH80547RE093CN,355,Intel,https://rocelec.widen.net/view/pdf/jmwo1q0eef/INTLS01697-1.pdf?t.download=true&u=5oefqw,,Active,67.7°C (TC),Surface Mount,775-LGA,775-LGA (37.5x37.5),Intel® Celeron® D Processor 355,"1 Core, 64-Bit",3.33GHz,-,-,"1.25V, 1.4V"
MAX697EJE,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/uufgj6axaq/MAXMS19548-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_NATNSCLF13508D.jpg,Active,-40°C ~ 85°C,Through Hole,"16-CDIP (0.300"", 7.62mm)",16-CERDIP,,,,,,
ADM697SQ,-,Analog Devices Inc.,https://www.analog.com/media/en/technical-documentation/data-sheets/ADM696_697.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4955/505%3BQ-16%3BQ%3B16.jpg,Obsolete,-55°C ~ 125°C,Through Hole,"16-CDIP (0.300"", 7.62mm)",16-CERDIP,,,,,,
MAX792RCPE+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"16-DIP (0.300"", 7.62mm)",16-PDIP,,,,,,
MAX792SCPE+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"16-DIP (0.300"", 7.62mm)",16-PDIP,,,,,,
MAX792MCSE+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_16%20SOIC.jpg,Obsolete,0°C ~ 70°C (TA),Surface Mount,"16-SOIC (0.154"", 3.90mm Width)",16-SOIC,,,,,,
MAX792MCPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MAX792SEPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MX7575JEWN+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MX7575-MX7576.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/175_18-SOIC.jpg,Obsolete,-40°C ~ 85°C,Surface Mount,"18-SOIC (0.295"", 7.50mm Width)",18-SOIC,,,,,,
MAX792MEPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MAX792TCPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MAX792RESE+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_16%20SOIC.jpg,Obsolete,-40°C ~ 85°C (TA),Surface Mount,"16-SOIC (0.154"", 3.90mm Width)",16-SOIC,,,,,,
MAX792TEPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MAX820LCPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MAX792REPE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,,,,,,,,,,
MAX820SESE+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX792-MAX820T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_16%20SOIC.jpg,Obsolete,,,,,,,,,,
RK80532KE067512,Intel® Xeon®,Intel,https://rocelec.widen.net/view/pdf/xtro8xwatv/INTLS01439-1.pdf?t.download=true&u=5oefqw,,Active,74°C (TC),Through Hole,604-PGA,604-PPGA (42.5x42.5),Intel® Xeon® Processor,"1 Core, 32-Bit",2.66GHz,-,-,1.5V
MC13226V,-,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/MC1322x.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/561/MC13224V.JPG,Not For New Designs,-40°C ~ 105°C,Surface Mount,145-TFLGA,145-TLGA (9.5x9.5),,,,,,
MAX814KESA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/yqehwp2ftx/MAXMS05919-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2720/MFG_DS485TMX-NOPB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MAX814LESA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/yqehwp2ftx/MAXMS05919-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2720/MFG_DS485TMX-NOPB.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
NG80386SXL-33,-,Advanced Micro Devices,https://rocelec.widen.net/view/pdf/6wxewybl2d/RE_DSHEET_NG80386SXLV25_REI.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4371/MFG_KU82303-20.jpg,Active,0°C ~ 100°C (TC),Surface Mount,100-BQFP Bumpered,100-PQFP (19.05x19.05),Am386SXL,"1 Core, 32-Bit",33MHz,-,-,3.3V
MC100H640FN,-,onsemi,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/9/MC10H640.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2442/28-LCC%20%28J-Lead%29.jpg,Obsolete,0°C ~ 85°C,Surface Mount,28-LCC (J-Lead),28-PLCC (11.51x11.51),,,,,,
RK80530RY001256,1,Intel,https://rocelec.widen.net/view/pdf/iqxz4rsplj/INTLS01108-1.pdf?t.download=true&u=5oefqw,,Active,69°C (TC),Through Hole,370-PGA,370-PPGA (49x49),Intel® Celeron® Processor,"1 Core, 32-Bit",1GHz,-,-,1.475V
MAX814LESA-T,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/yqehwp2ftx/MAXMS05919-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4014/MFG_EL5102ISZ.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MC13226V,-,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/4nzzvzhafu/FSCLS05471-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/427/MFG_MC13226V.jpg,Active,-40°C ~ 105°C,Surface Mount,145-TFLGA,,,,,,,
MAX6367PKA26+,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6365-max6368p.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
MAX6366LKA46+T,-,Analog Devices Inc./Maxim Integrated,https://www.analog.com/media/en/technical-documentation/data-sheets/max6365-max6368p.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5791/175%7E21-0078%7EKA%7E8.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,SOT-23-8,SOT-23-8,,,,,,
RK80530PZ014256,*,Intel,,,Active,,,,,,,,,,
AM1707CZKB4,Sitara™,Texas Instruments,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2307/AM1707_June%2C28%2C2016.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/830/296-256-BGA.jpg,Obsolete,0°C ~ 90°C (TJ),Surface Mount,256-BGA,256-BGA (17x17),ARM926EJ-S,"1 Core, 32-Bit",456MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
NG80386SX-40,-,Advanced Micro Devices,https://rocelec.widen.net/view/pdf/6wxewybl2d/RE_DSHEET_NG80386SXLV25_REI.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4371/MFG_KU82303-20.jpg,Active,0°C ~ 100°C (TC),Surface Mount,100-BQFP Bumpered,100-PQFP (19.05x19.05),Am386SX,"1 Core, 32-Bit",40MHz,-,-,5V
SCANSTA111MT-TI,*,Texas Instruments,https://rocelec.widen.net/view/pdf/wj8lpyvrxr/NATLS10823-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2817/MFG_74LVT162244MTDX.jpg,Active,,,,,,,,,,
CS80C286-2096,80C286,Intersil,https://rocelec.widen.net/view/pdf/2te15dtkje/INSLS08213-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_ANAANAAD1845JPZ.jpg,Active,0°C ~ 70°C (TA),Surface Mount,68-LCC (J-Lead),68-PLCC (24.23x24.23),80C286,"1 Core, 16-Bit",20MHz,-,-,5V
CS80C286-20S2463,*,Harris Corporation,https://rocelec.widen.net/view/pdf/uagvtzzpz8/RE_DScover_80C286.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_INTINTN80C152JD.jpg,Active,,,,,,,,,,
CS80C286-20,80C286,Intersil,https://rocelec.widen.net/view/pdf/gpguieul1d/INSL-S-A0001388803-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_INTINTN80C152JD.jpg,Active,0°C ~ 70°C (TA),Surface Mount,68-LCC (J-Lead),68-PLCC (24.23x24.23),80C286,"1 Core, 16b",20MHz,-,-,5V
CS80C286-20S2463-INT,*,Intersil,,,Active,,,,,,,,,,
SCANSTA111MT,-,National Semiconductor,https://rocelec.widen.net/view/pdf/wj8lpyvrxr/NATLS10823-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2817/MFG_74LVT162244MTDX.jpg,Active,,Surface Mount,"48-TFSOP (0.240"", 6.10mm Width)",48-TSSOP,,,,,,
MC68EC00FU10,*,Motorola,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2747/MFG_MC68SEC000FU20.jpg,Active,,,,,,,,,,
AM1705CPTPA3,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam1705,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3958/296%7E4146970%7EPTP%7E176-Top.jpg,Obsolete,-40°C ~ 105°C (TJ),Surface Mount,176-LQFP Exposed Pad,176-HLQFP (24x24),ARM926EJ-S,"1 Core, 32-Bit",375MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
MCIMX6Y0DVM05AB,i.MX6,NXP Semiconductors,https://rocelec.widen.net/view/pdf/dlowizfgcq/PHGL-S-A0003845948-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TEXTISTNETV1700ZZGRHS.jpg,Active,0°C ~ 95°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",528MHz,"DDR3, DDR3L, LPDDR2",10/100Mbps (1),"1.8V, 2.8V, 3.3V"
BCM58622BB1KF10G,-,Broadcom Limited,,,Obsolete,,,,,,,,,,
CS80C88,-,Intersil,https://rocelec.widen.net/view/pdf/0hcvb1vbjf/INSLS08211-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_ROCIRFIR2233JPBF.jpg,Active,0°C ~ 70°C (TA),Surface Mount,44-LCC (J-Lead),44-PLCC (16.58x16.58),80C88,"1 Core, 16b",5MHz,-,-,5V
CS80C8896S2490,*,Intersil,https://rocelec.widen.net/view/pdf/0hcvb1vbjf/INSLS08211-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
NG80386SXLV-25,-,Advanced Micro Devices,https://rocelec.widen.net/view/pdf/9jpzh8whcc/AMDIS01406-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4371/MFG_KU82303-20.jpg,Active,0°C ~ 100°C (TC),Surface Mount,100-BQFP Bumpered,100-PQFP (19.05x19.05),Am386SXL,"1 Core, 32-Bit",25MHz,-,-,3.3V
MCIMX6G0DVM05AB,i.MX6UL,NXP USA Inc.,https://www.nxp.com/docs/en/fact-sheet/IMX6ULTRALITEFS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/726/568%3BSOT1534-2%3BAB%2CVM%3B289.jpg,Active,0°C ~ 95°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",528MHz,"LPDDR2, DDR3, DDR3L",10/100Mbps (1),"1.2V, 1.35V, 1.5V, 1.8V, 2.5V, 2.8V, 3.3V"
MCIMX6G0DVM05AA,i.MX6UL,Freescale Semiconductor,https://rocelec.widen.net/view/pdf/ub6mqfl4nr/PHGL-S-A0003204171-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TEXTISTNETV1700ZZGRHS.jpg,Obsolete,0°C ~ 95°C (TJ),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM® Cortex®-A7,"1 Core, 32-Bit",528MHz,"LPDDR2, DDR3, DDR3L",10/100Mbps (1),"1.2V, 1.35V, 1.5V, 1.8V, 2.5V, 2.8V, 3.3V"
PEB3342HTV2X,*,Intel,,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4360/MFG_CY7C028V-20AXI.jpg,Active,,,,,,,,,,
CP3CN17K38/NOPB,-,National Semiconductor,https://rocelec.widen.net/view/pdf/dsruty13bh/NATLS12128-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_2K.jpg,Active,-40°C ~ 85°C,Surface Mount,"48-TFLGA, CSP",48-PLGA (7x7),CR16C,,,,,
MAX814KEPA+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX814-MAX816.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,-40°C ~ 85°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX814TEPA+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX814-MAX816.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
CDP1802AE,-,Harris Corporation,https://rocelec.widen.net/view/pdf/sesbj4gtda/HRISD004-3-3.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3975/MFG_MD87C51FC.jpg,Active,-40°C ~ 85°C (TA),Through Hole,"40-DIP (0.600"", 15.24mm)",40-PDIP,CDP1802,"1 Core, 8-Bit",6.4MHz,-,-,10V
IN80C186,i186,"Rochester Electronics, LLC",https://rocelec.widen.net/view/pdf/iwnjn9pf98/AMDID083-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2641/MFG_MC68HC000IFN16R2.jpg,Active,0°C ~ 70°C (TA),,,,80C186,"1 Core, 16-Bit",,DRAM,-,5.0V
MAX805LESA,-,Analog Devices Inc./Maxim Integrated,https://rocelec.widen.net/view/pdf/dfxaqvy06k/MAXM-S-A0002176405-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4014/MFG_EL5102ISZ.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154"", 3.90mm Width)",8-SOIC,,,,,,
MAX802MCPA+,*,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX690A-MAX805L.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX802TCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX802RCSA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_8-SOIC.jpg,Obsolete,,,,,,,,,,
MAX704SEPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX704TCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX704SCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX802RCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX806RCPA+,-,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
MAX704RCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX804RCSA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4847/175_8-SOIC.jpg,Obsolete,,,,,,,,,,
MAX804TCPA+,*,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,,,,,,,,,,
MAX804RCPA+,-,Analog Devices Inc./Maxim Integrated,https://pdfserv.maximintegrated.com/en/ds/MAX690R-MAX806T.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/8-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300"", 7.62mm)",8-PDIP,,,,,,
TN80C188EA20,i186,Intel,https://rocelec.widen.net/view/pdf/wc1kzupgmy/INTLS03556-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_ANAANAAD1845JPZ.jpg,Obsolete,0°C ~ 70°C (TA),Surface Mount,68-LCC (J-Lead),68-PLCC,80C186,"1 Core, 16-Bit",20MHz,DRAM,-,5.0V
TN80L188EA13,i186,Intel,https://rocelec.widen.net/view/pdf/wc1kzupgmy/INTLS03556-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_ANAANAAD1845JPZ.jpg,Obsolete,0°C ~ 70°C (TA),Surface Mount,68-LCC (J-Lead),68-PLCC,80C186,"1 Core, 16-Bit",13MHz,DRAM,-,3.0V
MAX807MCPE+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MAX807L-MAX807N.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4849/175_16-DIP.jpg,Obsolete,0°C ~ 70°C (TA),Through Hole,"16-DIP (0.300"", 7.62mm)",16-PDIP,,,,,,
NE80546RE051256,*,Intel,https://rocelec.widen.net/view/pdf/z3cok7kq4u/INTLS01681-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
NE80546RE077256,*,Intel,https://rocelec.widen.net/view/pdf/z3cok7kq4u/INTLS01681-1.pdf?t.download=true&u=5oefqw,,Active,,,,,,,,,,
NK80530VY650256,Intel® Celeron®,Intel,https://rocelec.widen.net/view/pdf/ko2qutkipg/INTLS02957-1.pdf?t.download=true&u=5oefqw,,Active,100°C (TJ),Surface Mount,"479-BBGA, FCBGA",479-FCBGA (35x35),Mobile Intel® Celeron®,"1 Core, 32-Bit",650MHz,-,-,1.1V
AT91SAM9G25-CU-999,SAM9G,Microchip Technology,https://ww1.microchip.com/downloads/aemDocuments/documents/MPU32/ProductDocuments/DataSheets/SAM9G25-Datasheet-DS60001731A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1087/217-LFBGA.jpg,Active,-40°C ~ 85°C (TA),Surface Mount,217-LFBGA,217-LFBGA (15x15),ARM926EJ-S,"1 Core, 32-Bit",400MHz,"DDR2, SDRAM, SRAM",10/100Mbps,"1.8V, 3.3V"
MX7576KCWN+,-,Analog Devices Inc./Maxim Integrated,https://datasheets.maximintegrated.com/en/ds/MX7575-MX7576.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/175_18-SOIC.jpg,Obsolete,0°C ~ 70°C,Surface Mount,"18-SOIC (0.295"", 7.50mm Width)",18-SOIC,,,,,,
IP80C88S2064,*,Harris Corporation,https://rocelec.widen.net/view/pdf/0hcvb1vbjf/INSLS08211-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4526/MFG_ICL7106IP.jpg,Active,,,,,,,,,,
CDP1802CD,-,Harris Corporation,https://rocelec.widen.net/view/pdf/cewhijvoyu/INSLS10167-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3975/MFG_MD87C51FC.jpg,Active,,,,,,,,,,
MCIMX280DVM4B,i.MX28,NXP USA Inc.,https://www.nxp.com/docs/en/data-sheet/IMX28CEC.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1302/375%3B98ASA00855D%3B%3B289.jpg,Active,-20°C ~ 70°C (TA),Surface Mount,289-LFBGA,289-MAPBGA (14x14),ARM926EJ-S,"1 Core, 32-Bit",454MHz,"LVDDR, LVDDR2, DDR2",10/100Mbps (1),"1.8V, 3.3V"
AM1802EZCED3,Sitara™,Texas Instruments,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fam1802,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/373/TMS320C6748BZCE3.jpg,Active,-40°C ~ 90°C (TJ),Surface Mount,361-LFBGA,361-NFBGA (13x13),ARM926EJ-S,"1 Core, 32-Bit",300MHz,"LPDDR, DDR2",10/100Mbps (1),"1.8V, 3.3V"
T31ZX,-,Lumissil Microsystems,https://www.lumissil.com/assets/pdf/core/T31-ZX_DS.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5058/2521%7E88QFN-%2C90-9X9%7E%7E88.JPG,Active,-20°C ~ 85°C (TA),Surface Mount,88-VFQFN Exposed Pad,88-QFN (9x9),XBurst® 1,"1 Core, 32-Bit",1.5GHz,DDR2,10/100Mbps,1.5V ~ 3.6V
AM1707BZKBD4,Sitara™,Texas Instruments,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2307/AM1707_June%2C28%2C2016.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/830/296-256-BGA.jpg,Obsolete,-40°C ~ 90°C (TJ),Surface Mount,256-BGA,256-BGA (17x17),ARM926EJ-S,"1 Core, 32-Bit",456MHz,SDRAM,10/100Mbps (1),"1.8V, 3.3V"
